               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  95,            0.028772,           0.0077588,                   0,             0.96877,             0.95952,             0.99226,             0.68245,            0.023693,           0.0056126,                   0,            0.002245,            0.002245,            0.002245
                  96,            0.029055,           0.0082218,                   0,             0.96937,             0.97876,             0.99351,             0.69852,            0.022554,           0.0055711,                   0,           0.0021625,           0.0021625,           0.0021625
                  97,            0.027726,           0.0076638,                   0,             0.95073,             0.99472,             0.99289,             0.69948,            0.022227,           0.0055785,                   0,             0.00208,             0.00208,             0.00208
                  98,            0.027992,           0.0077401,                   0,             0.95797,                   1,             0.99359,             0.68655,            0.022925,           0.0055611,                   0,           0.0019975,           0.0019975,           0.0019975
                  99,            0.028827,             0.00898,                   0,             0.95075,             0.99511,              0.9931,             0.69777,            0.022423,           0.0055406,                   0,            0.001915,            0.001915,            0.001915
                 100,             0.02821,           0.0082927,                   0,             0.95072,             0.99456,             0.99308,             0.70503,            0.021593,            0.005491,                   0,           0.0018325,           0.0018325,           0.0018325
                 101,            0.027264,           0.0073362,                   0,             0.97703,             0.95876,             0.99259,             0.70584,             0.02108,            0.005474,                   0,             0.00175,             0.00175,             0.00175
                 102,            0.025852,           0.0081148,                   0,             0.96908,             0.96907,             0.99297,             0.71837,            0.020842,           0.0054462,                   0,           0.0016675,           0.0016675,           0.0016675
                 103,            0.025724,            0.007624,                   0,             0.96957,             0.98558,             0.99399,             0.72131,            0.020616,           0.0054321,                   0,            0.001585,            0.001585,            0.001585
                 104,            0.027792,           0.0079945,                   0,              0.9793,             0.97538,             0.99377,             0.73055,            0.020652,            0.005421,                   0,           0.0015025,           0.0015025,           0.0015025
                 105,            0.025692,            0.007857,                   0,             0.98945,             0.96703,             0.99338,             0.72756,            0.020697,           0.0054146,                   0,             0.00142,             0.00142,             0.00142
                 106,             0.02759,           0.0086125,                   0,             0.98957,             0.97836,             0.99418,             0.71768,            0.020856,           0.0054174,                   0,           0.0013375,           0.0013375,           0.0013375
                 107,            0.025877,           0.0076485,                   0,             0.98675,             0.97938,             0.99408,             0.73103,            0.020953,           0.0054094,                   0,            0.001255,            0.001255,            0.001255
                 108,            0.025423,           0.0079001,                   0,                   1,             0.97635,              0.9946,             0.73382,            0.020225,           0.0054038,                   0,           0.0011725,           0.0011725,           0.0011725
                 109,            0.024536,           0.0076397,                   0,                   1,              0.9778,              0.9946,             0.73521,            0.020267,           0.0053977,                   0,             0.00109,             0.00109,             0.00109
                 110,            0.028101,           0.0082005,                   0,             0.99585,             0.98969,              0.9948,             0.72987,            0.020083,           0.0053946,                   0,           0.0010075,           0.0010075,           0.0010075
                 111,            0.025713,           0.0070586,                   0,                   1,             0.98165,              0.9948,             0.73095,            0.019922,           0.0053708,                   0,            0.000925,            0.000925,            0.000925
                 112,            0.026392,           0.0080746,                   0,              0.9896,             0.98113,             0.99459,             0.74023,            0.019608,           0.0053684,                   0,           0.0008425,           0.0008425,           0.0008425
                 113,             0.02451,           0.0074516,                   0,             0.97681,                   1,             0.99469,             0.73927,             0.01937,           0.0053295,                   0,             0.00076,             0.00076,             0.00076
                 114,            0.025888,           0.0082971,                   0,                   1,             0.97936,              0.9948,             0.73637,            0.019165,           0.0053266,                   0,           0.0006775,           0.0006775,           0.0006775
                 115,            0.024414,           0.0077641,                   0,             0.98723,                   1,              0.9949,             0.73471,            0.019233,           0.0052663,                   0,            0.000595,            0.000595,            0.000595
                 116,            0.024202,           0.0075399,                   0,              0.9859,                   1,               0.995,             0.74059,            0.019191,           0.0052679,                   0,           0.0005125,           0.0005125,           0.0005125
                 117,            0.024605,           0.0068795,                   0,                   1,             0.98918,               0.995,             0.73319,            0.019396,           0.0052318,                   0,             0.00043,             0.00043,             0.00043
                 118,            0.023302,           0.0077082,                   0,                   1,             0.99789,               0.995,             0.73484,            0.019429,           0.0052452,                   0,           0.0003475,           0.0003475,           0.0003475
                 119,            0.027774,           0.0078023,                   0,             0.98442,                   1,              0.9948,             0.74434,            0.019341,           0.0052423,                   0,            0.000265,            0.000265,            0.000265
